Forecast timestamp;Position;Forecast base;Temperature;2 metre temperature;Total Precipitation;Relative humidity;Downward long-wave radiation flux;Downward short-wave radiation flux;Wind speed (gust);u-component of wind (gust);v-component of wind (gust);2 metre dewpoint temperature;Minimum temperature at 2 metres in the last 6 hours;Maximum temperature at 2 metres in the last 6 hours;Total Cloud Cover
2019-11-05T10:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;2.099.439.392.089.840;9.638.238.525.390.640;0.0;5.188.459.491.729.730;10665267.0;17.280.000.000.000.000;11.214.315.596.967.900;778.497.314.453.125;806.640.625;1.102.710.876.464.840;;;29.500.000.009.999.900
2019-11-05T10:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;1.258.814.392.089.840;10.511.285.400.390.600;4.181.640.625;9.557.209.491.729.730;11781683.0;24.832.000.000.000.000;5.479.940.596.967.930;-352.752.685.546.875;-419.921.875;1.224.585.876.464.840;;;9.200.000.001
2019-11-05T10:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;1.365.064.392.089.840;10.374.566.650.390.600;1.193.359.375;9.910.334.491.729.730;11734835.0;3.778.560.000.000.000;21.049.405.969.679.300;-0.66815185546875;-199.609.375;1.233.960.876.464.840;;;9.950.000.001
2019-11-05T10:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;1.618.189.392.089.840;11.243.707.275.390.600;1.818.359.375;9.163.459.491.729.730;11338803.0;14.090.240.000.000.000;36.205.655.969.679.300;-341.815.185.546.875;-119.921.875;1.299.585.876.464.840;;;17.500.000.009.999.900
2019-11-08T16:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;10.934.671.020.507.800;10.916.894.531.250.000;5.121.875;993.747.386.932.373;105582464.0;14.835.712.000.000.000;11.120.653.595.775.300;-10.008.880.615.234.300;-487.890.625;10.822.869.873.046.800;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;15.372.171.020.507.800;15.635.644.531.250.000;47.859.375;855.622.386.932.373;105277312.0;20.690.944.000.000.000;17.011.278.595.775.300;-14.290.130.615.234.300;921.484.375;13.229.119.873.046.800;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;11.059.671.020.507.800;11.260.644.531.250.000;415.625;964.059.886.932.373;107257728.0;16.873.472.000.000.000;15.448.778.595.775.300;-11.165.130.615.234.300;-1.066.015.625;10.729.119.873.046.800;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;10.778.421.020.507.800;10.760.644.531.250.000;291.875;984.997.386.932.373;106653568.0;15.939.584.000.000.000;2.339.403.595.775.360;1.897.369.384.765.620;137.109.375;10.541.619.873.046.800;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;9.684.671.020.507.830;10.229.394.531.250.000;56.625;847.497.386.932.373;105451392.0;14.581.760.000.000.000;5.308.153.595.775.360;3.741.119.384.765.620;-378.515.625;7.791.619.873.046.890;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;9.653.421.020.507.830;9.666.894.531.250.020;1.428.125;968.122.386.932.373;108025728.0;14.209.024.000.000.000;9.855.028.595.775.360;9.803.619.384.765.620;-112.890.625;9.166.619.873.046.890;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;12.059.671.020.507.800;12.979.394.531.250.000;286.875;933.434.886.932.373;105152384.0;19.023.872.000.000.000;5.558.153.595.775.360;-4.477.630.615.234.370;330.859.375;11.916.619.873.046.800;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.840.921.020.507.800;16.510.644.531.250.000;24.671.875;796.559.886.932.373;105389952.0;22.009.856.000.000.000;16.901.903.595.775.300;-11.696.380.615.234.300;1.221.484.375;12.979.119.873.046.800;;;10.000.000.001
2019-11-08T16:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.653.421.020.507.800;16.010.644.531.250.000;313.125;840.309.886.932.373;106243968.0;19.118.080.000.000.000;18.886.278.595.775.300;-5.758.880.615.234.370;1.799.609.375;13.322.869.873.046.800;;;9.900.000.001
2019-11-08T16:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;9.278.421.020.507.830;9.635.644.531.250.020;2.978.125;939.997.386.932.373;102924160.0;17.895.424.000.000.000;11.667.528.595.775.300;11.647.369.384.765.600;-0.94140625;8.729.119.873.046.890;;;9.600.000.001
2019-11-08T16:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;10.122.171.020.507.800;10.073.144.531.250.000;21.234.375;963.122.386.932.373;103178112.0;20.144.128.000.000.000;11.730.028.595.775.300;11.616.119.384.765.600;165.234.375;9.510.369.873.046.890;;;9.950.000.001
2019-11-08T16:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;9.653.421.020.507.830;10.073.144.531.250.000;37.765.625;961.247.386.932.373;100564864.0;17.344.512.000.000.000;7.230.028.595.775.360;-7.227.630.615.234.370;0.33984375;9.479.119.873.046.890;;;10.000.000.001
2019-11-08T16:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;6.465.921.020.507.830;6.698.144.531.250.020;23.046.875;935.309.886.932.373;91873152.0;22.839.296.000.000.000;4.433.153.595.775.360;4.147.369.384.765.620;155.859.375;5.729.119.873.046.890;;;10.000.000.001
2019-11-08T16:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;10.184.671.020.507.800;10.385.644.531.250.000;22.875;974.684.886.932.373;108087168.0;15.325.184.000.000.000;10.401.903.595.775.300;10.241.119.384.765.600;-172.265.625;9.979.119.873.046.890;;;10.000.000.001
2019-11-08T16:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;7.903.421.020.507.830;8.916.894.531.250.020;2.359.375;839.059.886.932.373;99598208.0;18.554.880.000.000.000;7.886.278.595.775.360;7.116.119.384.765.620;337.109.375;6.354.119.873.046.890;;;10.000.000.001
2019-11-07T10:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;10.917.260.742.187.500;9.448.098.754.882.830;1.465.625;8.428.218.078.613.280;68548448.0;7.907.328.000.000.000;28.768.673.166.632.600;-10.837.554.931.640.600;-26.605.987.548.828.100;691.694.030.761.721;;;51.000.000.009.999.900
2019-11-07T10:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;15.104.760.742.187.500;11.135.598.754.882.800;111.328.125;8.975.093.078.613.280;69066592.0;12.949.504.000.000.000;29.081.173.166.632.600;29.006.195.068.359.300;0.1675262451171875;951.069.030.761.721;;;5.000.000.009.999.990
2019-11-07T10:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;11.354.760.742.187.500;8.854.348.754.882.830;71.015.625;9.862.593.078.613.280;71047008.0;10.493.952.000.000.000;34.237.423.166.632.600;31.037.445.068.359.300;-14.418.487.548.828.100;866.694.030.761.721;;;10.000.000.001
2019-11-07T10:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.729.760.742.187.500;8.541.848.754.882.830;3.234.375;9.940.718.078.613.280;67458912.0;15.290.368.000.000.000;4.454.992.316.663.260;44.006.195.068.359.300;0.6362762451171875;844.819.030.761.721;;;10.000.000.001
2019-11-07T10:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.667.260.742.187.500;11.073.098.754.882.800;129.765.625;9.709.468.078.613.280;69406560.0;11.999.232.000.000.000;29.393.673.166.632.600;28.849.945.068.359.300;-0.5199737548828125;1.060.444.030.761.720;;;10.000.000.001
2019-11-07T10:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;10.354.760.742.187.500;7.291.848.754.882.830;25.546.875;9.331.343.078.613.280;64079712.0;12.867.584.000.000.000;22.362.423.166.632.600;-0.1462554931640625;-22.230.987.548.828.100;629.194.030.761.721;;;42.000.000.009.999.900
2019-11-07T10:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;12.042.260.742.187.500;9.229.348.754.882.830;240.625;9.593.843.078.613.280;66051936.0;13.697.024.000.000.000;34.081.173.166.632.600;-31.306.304.931.640.600;-13.480.987.548.828.100;860.444.030.761.721;;;10.000.000.001
2019-11-07T10:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;11.604.760.742.187.500;10.385.598.754.882.800;154.609.375;8.878.218.078.613.280;68984672.0;7.335.936.000.000.000;21.112.423.166.632.600;19.006.195.068.359.300;0.9175262451171875;863.569.030.761.721;;;1.00E+07
2019-11-07T10:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;12.104.760.742.187.500;9.229.348.754.882.830;116.796.875;9.781.343.078.613.280;70199136.0;10.733.568.000.000.000;30.018.673.166.632.600;28.381.195.068.359.300;10.112.762.451.171.800;891.694.030.761.721;;;9.950.000.001
2019-11-07T10:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;11.042.260.742.187.500;8.448.098.754.882.830;2.5;9.853.218.078.613.280;70190944.0;9.881.600.000.000.000;31.581.173.166.632.600;0.8693695068359375;-30.355.987.548.828.100;822.944.030.761.721;;;10.000.000.001
2019-11-07T10:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;10.792.260.742.187.500;7.229.348.754.882.830;41.328.125;9.950.093.078.613.280;67358560.0;13.613.056.000.000.000;35.487.423.166.632.600;34.474.945.068.359.300;-0.8480987548828125;716.694.030.761.721;;;10.000.000.001
2019-11-07T10:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;10.823.510.742.187.500;10.073.098.754.882.800;73.203.125;8.075.093.078.613.280;64266080.0;10.407.936.000.000.000;14.706.173.166.632.600;-0.7087554931640625;-13.012.237.548.828.100;691.694.030.761.721;;;10.000.000.099.999.900
2019-11-07T10:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;10.604.760.742.187.500;7.948.098.754.882.830;496.875;9.906.343.078.613.280;69416800.0;10.776.576.000.000.000;4.220.617.316.663.260;36.506.195.068.359.300;-21.137.237.548.828.100;782.319.030.761.721;;;10.000.000.001
2019-11-07T10:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;10.792.260.742.187.500;9.541.848.754.882.830;5.859.375;7.509.468.078.613.280;58832736.0;14.555.136.000.000.000;20.018.673.166.632.600;-19.275.054.931.640.600;-0.5199737548828125;535.444.030.761.721;;;31.000.000.009.999.900
2019-11-07T10:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;13.042.260.742.187.500;9.510.598.754.882.830;28.203.125;9.540.718.078.613.280;66858848.0;14.301.184.000.000.000;12.206.173.166.632.600;0.1818695068359375;12.144.012.451.171.800;879.194.030.761.721;;;10.000.000.001
2019-11-08T22:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;6.138.360.595.703.140;7.106.042.480.468.770;21.296.875;9.481.106.472.015.380;109731808.0;20.148.224.000.000.000;13.554.240.092.635.100;-0.01019287109375;1.359.954.833.984.370;631.849.060.058.596;;;7.900.000.001
2019-11-08T22:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.669.610.595.703.100;14.106.042.480.468.700;3.159.375;6.662.356.472.015.380;113076192.0;19.124.224.000.000.000;66.679.240.092.635.100;489.605.712.890.625;4.547.454.833.984.370;800.599.060.058.596;;;9.700.000.001
2019-11-08T22:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;7.325.860.595.703.140;7.887.292.480.468.770;21.078.125;9.827.981.472.015.380;115142624.0;14.213.120.000.000.000;18.710.490.092.635.100;177.105.712.890.625;-0.577545166015625;763.099.060.058.596;;;29.000.000.009.999.900
2019-11-08T22:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;4.138.360.595.703.140;5.668.542.480.468.770;24.046.875;8.896.731.472.015.380;106002400.0;18.567.168.000.000.000;31.991.740.092.635.100;0.70855712890625;3.109.954.833.984.370;39.747.406.005.859.600;;;7.100.000.001
2019-11-08T22:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;9.513.360.595.703.140;9.918.542.480.468.770;499.375;9.040.481.472.015.380;115072992.0;16.875.520.000.000.000;8.371.049.009.263.510;152.105.712.890.625;8.234.954.833.984.370;841.224.060.058.596;;;44.500.000.009.999.900
2019-11-08T22:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;8.763.360.595.703.140;8.356.042.480.468.770;76.265.625;9.162.356.472.015.380;112812000.0;14.585.856.000.000.000;18.085.490.092.635.100;155.230.712.890.625;-0.952545166015625;706.849.060.058.596;;;10.000.000.001
2019-11-08T22:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;7.482.110.595.703.140;8.293.542.480.468.770;2.696.875;9.649.856.472.015.380;115236832.0;15.327.232.000.000.000;62.772.990.092.635.100;602.105.712.890.625;-1.858.795.166.015.620;775.599.060.058.596;;;23.000.000.009.999.900
2019-11-08T22:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;7.732.110.595.703.140;8.387.292.480.468.770;29.203.125;9.524.856.472.015.380;112289760.0;19.025.920.000.000.000;76.366.740.092.635.100;433.355.712.890.625;6.297.454.833.984.370;766.224.060.058.596;;;8.700.000.001
2019-11-08T22:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.263.360.595.703.100;10.668.542.480.468.700;26.578.125;8.321.731.472.015.380;112371680.0;22.007.808.000.000.000;9.292.924.009.263.510;667.730.712.890.625;6.484.954.833.984.370;794.349.060.058.596;;;7.700.000.001
2019-11-08T22:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;5.044.610.595.703.140;6.293.542.480.468.770;29.859.375;9.156.106.472.015.380;109332448.0;17.899.520.000.000.000;31.522.990.092.635.100;-254.144.287.109.375;1.891.204.833.984.370;500.599.060.058.596;;;1.00E+07
2019-11-08T22:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;36.071.105.957.031.400;5.762.292.480.468.770;2.415.625;8.152.981.472.015.380;98019296.0;22.843.392.000.000.000;49.491.740.092.635.100;442.730.712.890.625;2.234.954.833.984.370;28.497.406.005.859.600;;;7.500.000.001
2019-11-08T22:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;13.388.360.595.703.100;11.324.792.480.468.700;5.409.375;8.631.106.472.015.380;112910304.0;20.692.992.000.000.000;10.496.049.009.263.500;739.605.712.890.625;7.453.704.833.984.370;913.099.060.058.596;;;8.700.000.001
2019-11-08T22:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;9.169.610.595.703.140;9.637.292.480.468.770;67.25;9.087.356.472.015.380;113326048.0;14.835.712.000.000.000;10.152.299.009.263.500;789.605.712.890.625;6.391.204.833.984.370;822.474.060.058.596;;;7.000.000.009.999.990
2019-11-08T22:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;7.544.610.595.703.140;8.262.292.480.468.770;29.875;9.696.731.472.015.380;113809376.0;15.941.632.000.000.000;73.554.240.092.635.100;667.730.712.890.625;3.109.954.833.984.370;781.849.060.058.596;;;22.000.000.009.999.900
2019-11-08T22:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;6.950.860.595.703.140;7.668.542.480.468.770;66.75;8.921.731.472.015.380;108007392.0;17.350.656.000.000.000;63.710.490.092.635.100;461.480.712.890.625;-4.390.045.166.015.620;600.599.060.058.596;;;37.000.000.009.999.900
2019-11-08T01:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;9.846.597.290.039.080;1.033.722.839.355.470;27.25;9.148.559.093.475.340;86391936.0;14.372.864.000.000.000;579.032.051.935.792;-41.219.482.421.875;-4.052.764.892.578.120;9.023.767.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;10.127.847.290.039.000;1.061.847.839.355.470;503.125;9.542.309.093.475.340;88126592.0;15.630.336.000.000.000;841.532.051.935.792;-79.031.982.421.875;-2.834.014.892.578.120;9.930.017.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;8.877.847.290.039.080;1.111.847.839.355.470;25.859.375;7.273.559.093.475.340;81593472.0;18.063.360.000.000.000;563.407.051.935.792;-27.781.982.421.875;4.884.735.107.421.870;6.398.767.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;10.034.097.290.039.000;1.121.222.839.355.470;28.828.125;7.707.934.093.475.340;84229248.0;19.742.720.000.000.000;547.782.051.935.792;-34.969.482.421.875;4.228.485.107.421.870;7.336.267.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;9.752.847.290.039.080;1.027.472.839.355.470;1.221.875;9.379.809.093.475.340;88005760.0;16.590.848.000.000.000;779.032.051.935.792;-46.531.982.421.875;-6.271.514.892.578.120;9.336.267.089.843.770;;;9.750.000.001
2019-11-08T01:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;9.440.347.290.039.080;977.472.839.355.471;1.853.125;9.448.559.093.475.340;86051968.0;14.710.784.000.000.000;502.469.551.935.792;-24.969.482.421.875;-4.365.264.892.578.120;8.930.017.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.659.097.290.039.000;1.683.722.839.355.470;3.234.375;6.854.809.093.475.340;85908608.0;21.346.304.000.000.000;816.532.051.935.792;-10.594.482.421.875;8.103.485.107.421.870;11.023.767.089.843.700;;;9.300.000.001
2019-11-08T01:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;10.127.847.290.039.000;1.061.847.839.355.470;721.875;9.582.934.093.475.340;89914496.0;14.665.728.000.000.000;1.022.782.051.935.790;-93.406.982.421.875;-4.209.014.892.578.120;9.992.517.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.659.097.290.039.000;1.736.847.839.355.470;13.171.875;6.342.309.093.475.340;86797440.0;18.413.568.000.000.000;1.143.094.551.935.790;-30.281.982.421.875;11.009.735.107.421.800;10.367.517.089.843.700;;;9.700.000.001
2019-11-08T01:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;10.159.097.290.039.000;1.074.347.839.355.470;3.921.875;9.248.559.093.475.340;89064576.0;13.688.832.000.000.000;916.532.051.935.792;-83.406.982.421.875;-3.771.514.892.578.120;9.586.267.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;9.659.097.290.039.080;1.027.472.839.355.470;41.484.375;9.739.184.093.475.340;85832832.0;18.675.712.000.000.000;28.996.955.193.579.100;-21.531.982.421.875;-1.959.014.892.578.120;9.867.517.089.843.770;;;9.950.000.001
2019-11-08T01:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;8.940.347.290.039.080;996.222.839.355.471;126.875;8.857.934.093.475.340;81656960.0;17.070.080.000.000.000;1.047.782.051.935.790;-82.469.482.421.875;-6.490.264.892.578.120;8.148.767.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;13.815.347.290.039.000;1.146.222.839.355.470;11.453.125;9.023.559.093.475.340;85748864.0;20.416.512.000.000.000;811.844.551.935.792;-46.531.982.421.875;-6.646.514.892.578.120;9.930.017.089.843.770;;;9.300.000.001
2019-11-08T01:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;9.315.347.290.039.080;1.071.222.839.355.470;2.5;7.476.684.093.475.340;84173952.0;17.700.864.000.000.000;410.282.051.935.792;-33.406.982.421.875;2.384.735.107.421.870;6.430.017.089.843.770;;;10.000.000.001
2019-11-08T01:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;8.690.347.290.039.080;971.222.839.355.471;58.515.625;7.454.809.093.475.340;74904704.0;22.327.296.000.000.000;33.528.205.193.579.100;-19.031.982.421.875;2.759.735.107.421.870;5.430.017.089.843.770;;;10.000.000.001
2019-11-09T07:00:00+01:00;45.0,11.0;2019-11-05T01:00:00+01:00;7.641.885.375.976.580;7.430.627.441.406.270;26.984.375;9.975.384.426.116.940;125482848.0;15.327.232.000.000.000;16.375.279.612.839.200;1.054.107.666.015.620;-1.236.236.572.265.620;739.777.526.855.471;;;9.900.000.001
2019-11-09T07:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.641.885.375.976.500;13.493.127.441.406.200;3.159.375;7.891.009.426.116.940;122875744.0;19.124.224.000.000.000;5.575.027.961.283.920;5.554.107.666.015.620;-0.204986572265625;989.777.526.855.471;;;10.000.000.001
2019-11-09T07:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;12.110.635.375.976.500;8.805.627.441.406.270;54.078.125;9.666.009.426.116.940;122543968.0;20.692.992.000.000.000;2.121.902.961.283.920;2.116.607.666.015.620;-0.204986572265625;830.402.526.855.471;;;9.300.000.001
2019-11-09T07:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;6.454.385.375.976.580;5.774.377.441.406.270;29.203.125;9.953.509.426.116.940;121796448.0;19.025.920.000.000.000;2.184.402.961.283.920;2.085.357.666.015.620;0.670013427734375;571.027.526.855.471;;;9.450.000.001
2019-11-09T07:00:00+01:00;44.5,10.5;2019-11-05T01:00:00+01:00;16.731.353.759.765.800;34.618.774.414.062.700;2.415.625;8.906.634.426.116.940;106180448.0;22.843.392.000.000.000;13.562.779.612.839.200;0.272857666015625;1.326.263.427.734.370;18.352.752.685.547.100;;;1.00E+07
2019-11-09T07:00:00+01:00;45.5,12.0;2019-11-05T01:00:00+01:00;8.173.135.375.976.580;7.680.627.441.406.270;49.984.375;9.953.509.426.116.940;125575008.0;16.875.520.000.000.000;2.309.402.961.283.920;1.866.607.666.015.620;-1.361.236.572.265.620;761.652.526.855.471;;;10.000.000.001
2019-11-09T07:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.266.885.375.976.500;9.774.377.441.406.270;26.578.125;9.641.009.426.116.940;122150752.0;22.007.808.000.000.000;6.153.152.961.283.920;5.929.107.666.015.620;-1.673.736.572.265.620;924.152.526.855.471;;;10.000.000.001
2019-11-09T07:00:00+01:00;45.0,11.5;2019-11-05T01:00:00+01:00;7.016.885.375.976.580;6.961.877.441.406.270;29.859.375;9.916.009.426.116.940;123760480.0;15.941.632.000.000.000;2.559.402.961.283.920;2.210.357.666.015.620;-1.298.736.572.265.620;683.527.526.855.471;;;9.550.000.001
2019-11-09T07:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;30.481.353.759.765.800;4.399.377.441.406.270;29.859.375;9.469.134.426.116.940;118130528.0;17.899.520.000.000.000;2.090.652.961.283.920;1.429.107.666.015.620;1.545.013.427.734.370;36.165.252.685.547.100;;;25.000.000.009.999.900
2019-11-09T07:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;8.235.635.375.976.580;8.368.127.441.406.270;67.296.875;9.847.259.426.116.940;124245856.0;14.835.712.000.000.000;2.090.652.961.283.920;-0.695892333984375;-1.986.236.572.265.620;811.652.526.855.471;;;8.050.000.001
2019-11-09T07:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;7.016.885.375.976.580;7.399.377.441.406.270;763.125;8.412.884.426.116.940;123008864.0;14.585.856.000.000.000;19.656.529.612.839.200;1.772.857.666.015.620;-0.829986572265625;489.777.526.855.471;;;45.000.000.009.999.900
2019-11-09T07:00:00+01:00;44.5,11.0;2019-11-05T01:00:00+01:00;28.606.353.759.765.800;4.399.377.441.406.270;24.046.875;9.041.009.426.116.940;114708320.0;18.567.168.000.000.000;4.340.652.961.283.920;2.022.857.666.015.620;3.826.263.427.734.370;29.602.752.685.547.100;;;12.500.000.009.999.900
2019-11-09T07:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;4.048.135.375.976.580;5.336.877.441.406.270;66.75;8.884.759.426.116.940;117012320.0;17.350.656.000.000.000;2.012.527.961.283.920;-1.320.892.333.984.370;-1.517.486.572.265.620;36.477.752.685.547.100;;;51.000.000.009.999.900
2019-11-09T07:00:00+01:00;45.0,10.5;2019-11-05T01:00:00+01:00;5.391.885.375.976.580;4.961.877.441.406.270;2.109.375;10.000.384.426.116.900;124692320.0;14.213.120.000.000.000;10.437.779.612.839.200;-0.508392333984375;-0.892486572265625;496.027.526.855.471;;;10.000.000.001
2019-11-09T07:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;4.110.635.375.976.580;4.805.627.441.406.270;2.128.125;9.756.634.426.116.940;118738784.0;20.148.224.000.000.000;2.090.652.961.283.920;1.522.857.666.015.620;-1.454.986.572.265.620;446.027.526.855.471;;;50.500.000.009.999.900
2019-11-06T01:00:00+01:00;44.5,12.0;2019-11-05T01:00:00+01:00;10.213.464.355.468.700;12.335.382.080.078.100;205.078.125;5.857.487.392.425.530;29230747.0;5.910.528.000.000.000;10.491.423.670.202.400;8.316.207.885.742.180;64.033.660.888.671.800;4.991.006.469.726.580;;;1.00E+07
2019-11-06T01:00:00+01:00;45.5,10.5;2019-11-05T01:00:00+01:00;11.432.214.355.468.700;11.132.257.080.078.100;1.266.796.875;9.994.987.392.425.530;31088795.0;20.889.600.000.000.000;36.320.486.702.024.900;23.474.578.857.421.800;27.783.660.888.671.800;11.397.256.469.726.500;;;10.000.000.001
2019-11-06T01:00:00+01:00;45.5,12.5;2019-11-05T01:00:00+01:00;14.307.214.355.468.700;17.382.257.080.078.100;1.101.953.125;9.504.362.392.425.530;30888091.0;5.189.632.000.000.000;5.038.298.670.202.490;50.349.578.857.421.800;0.1533660888671875;12.366.006.469.726.500;;;37.000.000.009.999.900
2019-11-06T01:00:00+01:00;45.0,12.5;2019-11-05T01:00:00+01:00;16.713.464.355.468.700;17.349.053.955.078.100;150.390.625;6.304.362.392.425.530;29636763.0;6.634.496.000.000.000;10.491.423.670.202.400;61.287.078.857.421.800;8.528.366.088.867.180;8.209.756.469.726.580;;;1.00E+07
2019-11-06T01:00:00+01:00;45.0,12.0;2019-11-05T01:00:00+01:00;9.588.464.355.468.770;13.292.413.330.078.100;3.046.875;7.823.112.392.425.530;29413531.0;7.141.376.000.000.000;7.522.673.670.202.490;34.255.828.857.421.800;67.158.660.888.671.800;7.772.256.469.726.580;;;1.00E+07
2019-11-06T01:00:00+01:00;45.5,11.0;2019-11-05T01:00:00+01:00;8.807.214.355.468.770;10.311.944.580.078.100;678.125;9.257.487.392.425.530;29713563.0;19.701.760.000.000.000;19.601.736.702.024.900;0.7849578857421875;-17.997.589.111.328.100;8.491.006.469.726.580;;;32.500.000.009.999.900
2019-11-06T01:00:00+01:00;44.5,11.5;2019-11-05T01:00:00+01:00;10.588.464.355.468.700;9.983.819.580.078.140;1.234.375;5.460.612.392.425.530;28433051.0;8.044.544.000.000.000;11.600.798.670.202.400;8.644.332.885.742.180;77.158.660.888.671.800;4.897.256.469.726.580;;;1.00E+07
2019-11-06T01:00:00+01:00;44.5,12.5;2019-11-05T01:00:00+01:00;17.650.964.355.468.700;17.347.100.830.078.100;108.984.375;6.132.487.392.425.530;30688923.0;4.814.848.000.000.000;10.225.798.670.202.400;65.037.078.857.421.800;78.877.410.888.671.800;8.616.006.469.726.580;;;1.00E+07
2019-11-06T01:00:00+01:00;45.5,11.5;2019-11-05T01:00:00+01:00;10.619.714.355.468.700;10.895.928.955.078.100;1.453.125;9.785.612.392.425.530;31084187.0;12.892.160.000.000.000;7.210.173.670.202.490;42.693.328.857.421.800;58.096.160.888.671.800;10.928.506.469.726.500;;;34.000.000.009.999.900
